PID,MS_SubClass,Lot_Frontage,Lot_Area,Street,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Gr_Liv_Area,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Fireplaces,Garage_Area,Mo_Sold,Yr_Sold,SalePrice
527216050,60,66,13682,Pave,1,2,10,5,2006,2945,3,1,3,1,10,1,641,10,2006,438780
528102080,60,72,16387,Pave,1,2,9,5,2006,2589,2,1,4,1,11,1,831,8,2006,412083
528106010,60,111,16259,Pave,1,2,9,5,2006,2596,3,1,4,1,9,0,840,9,2006,342643
528112010,20,108,12228,Pave,1,1,7,5,2006,1740,2,0,4,1,8,0,874,9,2006,293000
528142060,60,82,10672,Pave,1,2,8,5,2006,2389,2,1,4,1,10,1,672,11,2006,298236
528144030,60,86,11065,Pave,1,2,8,5,2006,1970,2,1,3,1,8,1,753,10,2006,281000
528186100,20,61,7740,Pave,5,1,9,5,2006,1686,2,0,1,1,6,1,899,6,2006,332200
528186110,120,48,6373,Pave,5,1,9,5,2006,1666,2,0,2,1,6,1,575,6,2006,310090
528218080,60,65,10237,Pave,1,2,7,5,2006,1492,2,1,3,1,8,0,440,9,2006,169985
528218130,60,58,17104,Pave,1,2,7,5,2006,1496,2,1,3,1,7,1,426,9,2006,179665
528218140,60,58,14054,Pave,1,2,7,5,2006,1863,2,1,4,1,9,1,660,11,2006,219210
528221010,20,102,11660,Pave,1,1,6,5,2006,1326,2,0,3,1,6,0,427,7,2006,174190
528221100,60,105,15578,Pave,1,2,6,5,2006,1456,2,1,3,1,8,0,429,5,2006,172785
528222020,60,75,9073,Pave,1,2,7,5,2006,1492,2,1,3,1,8,0,440,10,2006,185101
528228280,120,43,3087,Pave,5,1,7,5,2006,1364,2,0,2,1,6,1,437,11,2006,210250
528228575,120,53,3982,Pave,5,1,8,5,2006,1567,2,0,1,1,7,1,648,10,2006,264561
528228580,120,53,4045,Pave,5,1,7,5,2006,1500,2,0,2,1,6,1,648,10,2006,246578
528429130,20,85,10182,Pave,1,1,8,5,2006,1660,2,0,3,1,8,1,500,5,2006,290000
528445010,20,85,10936,Pave,1,1,8,5,2006,1504,2,0,3,1,7,0,510,9,2006,199000
528456200,20,72,8640,Pave,1,1,8,5,2006,1278,2,0,2,1,5,0,584,10,2006,198600
528477010,60,100,13162,Pave,1,2,9,5,2006,2640,3,1,3,1,11,1,792,11,2006,405749
528477030,20,81,11216,Pave,1,1,8,5,2006,1489,2,0,3,1,7,1,776,6,2006,232600
528480070,60,84,10728,Pave,1,2,8,5,2006,1939,2,1,3,1,8,1,1053,8,2006,266000
528480150,60,65,8125,Pave,1,2,7,5,2006,1576,2,1,3,1,6,0,614,8,2006,197000
528488110,20,60,7200,Pave,1,1,6,5,2006,1262,2,0,2,1,5,0,572,5,2006,185000
528488130,20,60,7200,Pave,1,1,7,5,2006,1301,2,0,2,1,5,1,572,8,2006,187750
906380170,20,64,7406,Pave,1,1,7,5,2006,1220,2,0,2,1,6,0,632,7,2006,194000
906380180,20,64,6762,Pave,1,1,7,5,2006,1294,2,0,2,1,6,1,662,7,2006,193879
906382040,20,73,8990,Pave,1,1,7,5,2006,1498,2,0,2,1,5,0,675,4,2006,204900
906382050,60,73,8760,Pave,1,2,7,5,2006,1962,2,1,3,1,7,0,868,8,2006,239799
906392090,20,90,13377,Pave,1,1,6,5,2006,1846,2,0,3,1,7,1,495,7,2006,233555
907290260,60,120,15611,Pave,1,2,8,5,2006,1919,2,1,3,1,8,1,685,7,2006,233230
907410040,60,74,8581,Pave,1,2,7,5,2006,1737,2,1,3,1,7,0,578,8,2006,203160
528120100,20,95,12182,Pave,1,1,7,5,2005,1541,2,0,3,1,7,1,532,5,2010,220000
528120120,20,90,11520,Pave,1,1,9,5,2005,1698,2,0,3,1,7,1,730,6,2010,275000
528138020,20,79,14122,Pave,1,1,8,5,2005,1822,2,0,3,1,8,1,678,2,2010,259000
528180070,120,61,7658,Pave,5,1,9,5,2005,1752,2,0,2,1,6,1,576,2,2010,319900
528218150,20,100,18494,Pave,1,1,6,5,2005,1324,2,0,3,1,6,0,430,1,2010,199500
528445060,20,73,8987,Pave,1,1,8,5,2005,1595,2,0,2,1,6,1,880,5,2010,221500
528480090,20,84,10440,Pave,1,1,6,5,2005,1468,2,0,2,1,6,1,528,5,2010,271500
533212060,160,24,2544,Pave,4,2,6,5,2005,1236,2,1,2,1,4,0,480,5,2010,152000
527258020,20,124,16158,Pave,1,1,7,5,2005,1530,2,0,3,1,7,1,430,6,2009,260000
528174050,120,47,6904,Pave,5,1,6,5,2005,1358,2,0,2,1,6,1,484,8,2009,213000
528174060,120,34,5381,Pave,4,1,6,5,2005,1306,2,0,1,1,5,1,624,8,2009,196000
528174070,120,34,5122,Pave,4,1,6,5,2005,1306,2,0,1,1,5,1,624,3,2009,184500
528218090,60,63,10928,Pave,1,2,7,5,2005,1456,2,1,3,1,8,1,390,6,2009,184000
528220040,60,57,8918,Pave,1,2,6,5,2005,1490,2,1,3,1,7,1,392,7,2009,167800
528221060,60,149,12589,Pave,1,2,6,5,2005,1484,2,1,3,1,8,1,390,6,2009,174000
528221070,60,122,11911,Pave,1,2,6,5,2005,1560,2,1,3,1,6,1,400,3,2009,174000
528228435,120,43,3182,Pave,5,1,7,5,2005,1555,2,0,2,1,7,1,430,5,2009,192500
528228450,120,43,3182,Pave,5,1,7,5,2005,1504,2,0,1,1,7,1,457,5,2009,181000
528228455,120,43,3182,Pave,5,1,7,5,2005,1220,2,0,2,1,5,1,397,8,2009,180000
528228460,120,43,3182,Pave,5,1,7,5,2005,1145,2,0,2,1,5,1,397,9,2009,160200
528441020,60,75,9675,Pave,1,2,7,5,2005,1971,2,1,3,1,8,1,689,2,2009,253000
528441090,20,85,11128,Pave,1,1,9,5,2005,2490,2,0,2,1,9,2,795,10,2009,468000
528480040,60,85,10574,Pave,1,2,8,5,2005,1953,2,1,3,1,9,1,1043,5,2009,252000
531382070,20,88,10994,Pave,1,1,8,5,2005,1844,2,0,2,1,7,1,620,9,2009,257000
906392110,20,78,11645,Pave,1,1,8,5,2005,1498,2,0,3,1,7,1,844,3,2009,237000
906392130,60,79,11646,Pave,1,2,6,5,2005,1422,2,1,3,1,7,1,440,7,2009,173000
907414080,60,64,8633,Pave,1,2,6,5,2005,1476,2,1,3,1,7,0,540,2,2009,173500
527208010,60,101,13543,Pave,1,2,8,5,2005,2500,3,1,5,1,9,1,683,7,2008,355000
527212050,60,77,11198,Pave,1,2,9,5,2005,2504,2,1,4,1,11,1,656,6,2008,325000
528118090,60,96,12539,Pave,1,2,10,5,2005,2790,2,1,4,1,10,1,1150,6,2008,460000
528120130,60,102,12151,Pave,1,2,9,5,2005,2331,2,1,3,1,9,1,1003,8,2008,379000
528181010,120,135,12304,Pave,5,1,7,5,2005,1367,2,0,2,1,6,1,484,6,2008,192000
528186080,120,63,8849,Pave,5,1,9,5,2005,1684,2,0,2,1,6,1,564,7,2008,266000
528228445,120,43,3182,Pave,5,1,7,5,2005,1504,2,0,2,1,7,1,437,5,2008,191000
528240040,60,51,8029,Pave,1,2,6,5,2005,1456,2,1,3,1,8,0,400,7,2008,176000
528477040,60,75,9803,Pave,1,2,7,5,2005,1768,2,1,3,1,7,0,603,2,2008,226700
528478040,60,85,10625,Pave,1,2,7,5,2005,1958,2,1,3,1,9,1,936,7,2008,250000
533212050,160,30,3180,Pave,5,2,6,5,2005,1200,2,1,2,1,5,0,480,5,2008,165000
907420080,60,63,8199,Pave,1,2,7,5,2005,1456,2,1,3,1,7,1,410,10,2008,189000
908152270,20,60,7024,Pave,1,1,4,5,2005,1132,1,1,2,1,5,0,451,6,2008,176000
921201060,20,85,11447,Pave,1,1,8,5,2005,1964,2,1,3,1,7,1,892,6,2008,370000
527210060,20,86,14157,Pave,1,1,9,5,2005,1922,2,0,3,1,8,1,676,7,2007,377426
527212060,60,98,12328,Pave,1,2,8,5,2005,2541,3,1,4,1,10,1,729,7,2007,349265
528106110,20,105,15431,Pave,1,1,10,5,2005,2046,2,1,2,1,7,2,878,8,2007,450000
528118040,60,118,13654,Pave,1,2,9,5,2005,2758,2,1,4,1,9,1,814,5,2007,418000
528172050,20,70,9926,Pave,1,1,7,5,2005,1614,2,0,3,1,7,0,878,5,2007,245700
528172070,20,71,9254,Pave,1,1,8,5,2005,1721,2,0,3,1,7,0,554,1,2007,232698
528174010,120,61,7577,Pave,5,1,6,5,2005,1362,2,0,2,1,6,1,460,6,2007,194700
528174020,120,34,3901,Pave,4,1,6,5,2005,1302,1,1,1,1,5,1,631,8,2007,204000
528174030,120,34,3903,Pave,4,1,6,5,2005,1302,1,1,1,1,5,1,631,5,2007,200000
528174040,120,41,6289,Pave,5,1,6,5,2005,1362,2,0,2,1,6,1,460,6,2007,207000
528186050,120,48,7841,Pave,5,1,9,5,2005,1577,2,0,2,1,6,1,564,5,2007,280000
528186090,120,60,7313,Pave,5,1,9,5,2005,1561,2,0,2,1,6,1,556,8,2007,277500
528218020,60,65,10237,Pave,1,2,6,5,2005,1536,2,1,3,1,6,1,400,6,2007,176000
528218050,60,65,10237,Pave,1,2,6,5,2005,1484,2,1,3,1,8,1,393,7,2007,178900
528221050,20,88,12216,Pave,1,1,6,5,2005,1326,2,0,3,1,6,0,388,6,2007,203000
528439040,20,74,8847,Pave,1,1,8,5,2005,1538,2,0,3,1,7,0,484,12,2007,260000
528439080,20,70,8251,Pave,1,1,7,5,2005,1506,2,0,3,1,7,1,672,4,2007,249000
906380120,20,68,8814,Pave,1,1,7,5,2005,1274,2,0,3,1,6,0,508,1,2007,203000
906382020,20,75,11750,Pave,1,1,7,5,2005,1546,2,0,3,1,7,0,796,6,2007,217000
906392080,20,64,7242,Pave,1,1,7,5,2005,1270,2,0,2,1,6,0,524,7,2007,175900
906394020,60,78,9316,Pave,1,2,7,5,2005,1795,2,1,3,1,7,0,578,10,2007,191000
907414070,20,65,8769,Pave,1,1,7,5,2005,1190,2,0,2,1,5,0,578,10,2007,173500
907420110,60,64,9045,Pave,1,2,5,5,2005,1536,2,1,3,1,6,0,400,6,2007,167000
908152280,20,60,7024,Pave,1,1,5,5,2005,1090,1,1,2,1,5,0,450,6,2007,157000
908152290,60,60,7023,Pave,1,2,5,5,2005,1408,2,1,3,1,6,0,489,5,2007,171500
921205070,60,88,12665,Pave,1,2,8,5,2005,2482,2,1,4,1,9,1,642,2,2007,281213
527108010,60,134,19378,Pave,1,2,7,5,2005,2462,2,1,4,1,9,1,576,3,2006,320000
527108030,60,50,13128,Pave,1,2,8,5,2005,2064,2,1,4,1,7,1,527,1,2006,250000
527108040,60,72,10463,Pave,1,2,8,5,2005,1801,2,1,3,1,8,1,800,6,2006,239900
527108060,60,42,13751,Pave,1,2,7,5,2005,2212,2,1,3,1,9,1,773,5,2006,309000
527210030,60,59,16023,Pave,1,2,9,5,2005,2798,3,1,3,1,11,1,670,3,2006,457347
527212030,60,85,16056,Pave,1,2,9,5,2005,2868,3,1,4,1,11,1,716,7,2006,556581
527216010,60,92,15922,Pave,1,2,9,5,2005,2795,3,1,4,1,10,1,660,1,2006,401179
527252090,120,60,8147,Pave,5,1,9,5,2005,1714,2,0,2,1,7,1,517,8,2006,318000
527254070,20,69,11302,Pave,1,1,8,5,2005,1826,2,0,3,1,7,1,758,8,2006,319000
527256120,20,90,18261,Pave,1,1,9,5,2005,2000,2,1,3,1,8,2,722,9,2006,470000
527365010,60,75,9512,Pave,1,2,7,5,2005,2318,2,1,3,1,8,1,541,6,2006,294323
528114010,20,120,14780,Pave,1,1,9,5,2005,1868,2,0,2,1,7,1,1085,6,2006,415000
528118010,60,101,14215,Pave,1,2,8,5,2005,2376,3,1,4,1,9,1,853,11,2006,325300
528118110,60,120,13975,Pave,1,2,9,5,2005,2206,2,1,4,1,10,1,670,8,2006,300000
528120110,60,80,10240,Pave,1,2,8,5,2005,2098,2,1,3,1,8,1,878,3,2006,275500
528120140,60,82,9942,Pave,1,2,9,5,2005,2091,2,1,3,1,8,1,521,5,2006,338500
528138030,60,85,11924,Pave,1,2,9,5,2005,2324,3,0,4,1,11,2,736,7,2006,345000
528142070,60,82,11643,Pave,1,2,8,5,2005,2358,2,1,4,1,10,1,784,8,2006,329900
528150080,20,121,13758,Pave,1,1,9,5,2005,1792,2,0,2,1,6,1,925,3,2006,372397
528170040,60,56,20431,Pave,1,2,9,5,2005,2728,2,1,4,1,10,2,706,4,2006,437154
528172020,60,74,10927,Pave,1,2,8,5,2005,1904,2,1,3,1,8,1,736,6,2006,275000
528174080,120,43,7052,Pave,5,1,7,5,2005,1364,2,0,2,1,6,1,484,6,2006,185850
528180080,120,48,5911,Pave,5,1,9,5,2005,1565,2,0,2,1,6,1,556,3,2006,282500
528181030,120,48,6955,Pave,5,1,7,5,2005,1368,2,0,2,1,6,1,474,9,2006,202500
528181040,120,40,6792,Pave,5,1,7,5,2005,1368,2,0,2,1,6,1,474,3,2006,202665
528218030,20,65,10237,Pave,1,1,6,5,2005,1316,2,0,3,1,6,1,397,10,2006,169990
528218060,60,65,10237,Pave,1,2,6,5,2005,1456,2,1,3,1,8,1,390,2,2006,170440
528228545,120,43,3010,Pave,5,1,7,5,2005,1248,2,0,2,1,5,0,438,3,2006,167240
528228550,120,43,3010,Pave,5,1,7,5,2005,1142,2,0,2,1,6,0,440,6,2006,156820
528228565,120,43,3013,Pave,5,1,7,5,2005,1506,2,0,2,1,6,1,440,4,2006,213490
528231050,60,60,21930,Pave,1,2,5,5,2005,1838,2,1,4,1,7,1,372,7,2006,192140
528429060,60,75,12447,Pave,1,2,8,5,2005,1964,2,1,3,1,8,1,760,1,2006,252000
528429120,20,49,20896,Pave,1,1,8,5,2005,2097,1,1,1,1,8,1,1134,1,2006,423000
528439030,20,73,8688,Pave,1,1,7,5,2005,1616,2,0,3,1,7,0,834,4,2006,232000
528480100,60,65,8125,Pave,1,2,7,5,2005,1553,2,1,3,1,6,0,615,3,2006,186500
528480110,60,65,8125,Pave,1,2,6,5,2005,1716,2,1,3,1,7,0,615,2,2006,200825
528488120,20,62,7500,Pave,1,1,7,5,2005,1266,2,0,3,1,6,1,453,4,2006,176000
531367010,20,91,11024,Pave,1,1,7,5,2005,1400,2,0,3,1,6,0,612,10,2006,186800
531375070,20,63,13072,Pave,1,1,6,5,2005,1141,1,1,3,1,6,0,484,3,2006,142500
531376030,60,65,7800,Pave,1,2,7,5,2005,1686,2,1,3,1,8,0,462,4,2006,184000
531376050,60,74,7632,Pave,1,2,7,5,2005,1585,2,1,3,1,7,0,449,3,2006,184900
533208050,120,37,3316,Pave,5,1,8,5,2005,1247,1,1,1,1,4,1,550,4,2006,197000
533212100,160,30,3180,Pave,5,2,7,5,2005,1200,2,1,2,1,4,0,480,6,2006,151000
533212110,160,24,2544,Pave,4,2,7,5,2005,1223,2,1,2,1,4,0,480,7,2006,147400
533212120,160,24,2544,Pave,4,2,7,5,2005,1223,2,1,2,1,4,0,480,7,2006,149900
533212130,160,30,3180,Pave,5,2,7,5,2005,1200,2,1,2,1,4,0,480,4,2006,144152
906380110,60,133,11003,Pave,1,2,7,5,2005,1876,2,1,3,1,7,0,848,7,2006,229800
906380150,20,64,7488,Pave,1,1,7,5,2005,1208,2,0,2,1,6,0,632,2,2006,183600
906382030,20,86,11210,Pave,1,1,7,5,2005,1614,2,0,3,1,7,0,865,7,2006,221500
906392100,20,78,11645,Pave,1,1,7,5,2005,1734,2,0,3,1,7,0,660,1,2006,260000
906392120,20,78,11645,Pave,1,1,8,5,2005,1590,2,1,2,1,6,0,754,8,2006,294900
906394010,60,91,10984,Pave,1,2,7,5,2005,1809,2,1,3,1,8,0,638,5,2006,209700
906394040,20,78,9316,Pave,1,1,7,5,2005,1614,2,0,3,1,7,1,576,3,2006,225000
906394060,60,78,9316,Pave,1,2,7,5,2005,1596,2,1,3,1,6,0,610,6,2006,181000
907410100,60,70,8400,Pave,1,2,7,5,2005,1611,2,1,3,1,6,0,572,3,2006,195800
907410110,20,84,10084,Pave,1,1,7,5,2005,1552,2,0,3,1,7,0,782,7,2006,212900
907414040,20,65,8772,Pave,1,1,7,5,2005,1336,2,0,3,1,6,0,502,9,2006,198000
907418020,60,68,8846,Pave,1,2,6,5,2005,1500,2,1,3,1,6,0,564,8,2006,173900
907420070,60,65,8461,Pave,1,2,6,5,2005,1456,2,1,3,1,8,1,390,7,2006,163990
907420090,20,65,8767,Pave,1,1,7,5,2005,1310,2,0,3,1,6,1,400,7,2006,164990
911370430,120,41,5748,Pave,5,1,8,5,2005,1778,2,0,2,1,5,1,495,2,2006,375000
916477010,20,95,13618,Pave,1,1,8,5,2005,1960,2,0,3,1,8,2,714,11,2006,320000
921205030,20,88,11443,Pave,1,1,8,5,2005,2028,2,0,2,1,7,2,880,3,2006,369900
921205050,20,88,11577,Pave,1,1,9,5,2005,1838,2,0,3,1,9,1,682,9,2006,359900
528138060,20,70,10171,Pave,1,1,7,5,2004,1535,2,0,3,1,7,0,532,3,2010,214000
528228440,120,43,3182,Pave,5,1,8,5,2004,1269,2,0,2,1,6,1,430,4,2010,192000
528240130,60,63,8577,Pave,1,2,7,5,2004,1733,2,1,3,1,7,1,433,4,2010,185088
528477080,60,100,12552,Pave,1,2,7,5,2004,1947,2,1,3,1,8,1,678,5,2010,254900
531367050,60,76,10142,Pave,1,2,7,5,2004,2084,2,1,4,1,8,0,618,1,2010,233000
531369060,60,70,11920,Pave,1,2,7,5,2004,1659,2,1,3,1,8,0,484,4,2010,181000
533205060,120,25,4835,Pave,5,1,7,5,2004,1488,2,0,2,1,6,1,506,3,2010,260000
533208090,160,39,3515,Pave,5,2,7,5,2004,1680,2,1,2,1,3,0,588,1,2010,190000
533210060,160,30,3215,Pave,5,2,7,5,2004,1200,2,1,2,1,4,0,480,4,2010,155000
533212010,160,30,3182,Pave,5,2,7,5,2004,1200,2,1,2,1,4,0,480,6,2010,151000
533212020,160,24,2544,Pave,4,2,7,5,2004,1200,2,1,2,1,4,0,480,2,2010,149500
907410080,20,70,8400,Pave,1,1,7,5,2004,1484,2,0,3,1,7,0,606,5,2010,213000
907414030,20,65,8773,Pave,1,1,7,5,2004,1414,2,0,3,1,6,0,494,5,2010,185500
911370510,120,44,3811,Pave,5,1,8,5,2004,1646,2,0,2,1,5,1,525,5,2010,246000
923202105,20,93,10114,Pave,1,1,5,5,2004,1430,2,0,3,1,7,0,624,3,2010,173500
527127100,120,28,7296,Pave,5,1,8,5,2004,2522,2,0,1,1,8,1,564,11,2009,375000
528116010,20,129,16870,Pave,1,1,8,5,2004,1782,2,0,3,1,7,2,932,4,2009,296000
528120160,20,76,9591,Pave,1,1,8,5,2004,1713,2,0,3,1,7,1,856,1,2009,274900
528142040,60,74,8834,Pave,1,2,9,5,2004,2224,2,1,4,1,10,1,738,6,2009,350000
528142090,20,107,11362,Pave,1,1,8,5,2004,1836,2,0,3,1,7,1,862,3,2009,280000
528176030,20,100,14836,Pave,1,1,10,5,2004,2492,2,1,2,1,8,1,949,2,2009,552000
528235010,60,71,7795,Pave,1,2,7,5,2004,1432,2,1,3,1,6,1,432,7,2009,188500
528240030,60,62,7984,Pave,1,2,7,5,2004,1630,2,1,3,1,7,1,436,9,2009,189500
528240150,60,61,10125,Pave,1,2,7,5,2004,1594,2,1,3,1,7,1,434,7,2009,195500
528488100,20,62,7500,Pave,1,1,7,5,2004,1221,2,0,2,1,6,0,400,10,2009,185000
531369010,60,96,10628,Pave,1,2,7,5,2004,1812,2,1,3,1,8,0,478,1,2009,193000
531369020,20,76,10141,Pave,1,1,8,5,2004,1512,2,0,3,1,6,0,845,1,2009,203000
531375040,20,63,13072,Pave,1,1,7,5,2004,1114,1,1,3,1,6,0,576,5,2009,159000
533206020,160,32,2880,Pave,4,2,7,5,2004,3005,2,1,3,1,9,1,704,7,2009,280750
907412020,60,65,9313,Pave,1,2,7,5,2004,1728,2,1,3,1,7,0,572,4,2009,190000
907414020,20,63,8487,Pave,1,1,7,5,2004,1500,2,0,3,1,6,0,570,8,2009,190000
914465055,20,43,12118,Pave,1,1,7,5,2004,1710,2,0,3,1,7,1,550,4,2009,240000
527214030,20,53,15401,Pave,1,1,9,5,2004,1884,2,0,2,1,7,1,670,9,2008,387000
528142140,60,85,10574,Pave,1,2,8,5,2004,2332,2,1,4,1,9,1,756,7,2008,316000
528190010,120,59,8198,Pave,5,1,7,5,2004,1358,2,0,2,1,6,1,484,7,2008,207000
528235020,60,80,9024,Pave,1,2,6,5,2004,1515,2,1,3,1,8,1,393,7,2008,179000
528235120,60,62,7415,Pave,1,2,6,5,2004,1593,2,1,3,1,8,1,398,4,2008,193000
528290010,60,60,15384,Pave,1,2,7,5,2004,1490,2,1,3,1,8,1,388,2,2008,184000
531375110,20,66,13695,Pave,1,1,5,5,2004,1114,1,1,3,1,6,0,576,6,2008,159000
531376010,60,65,8366,Pave,1,2,6,5,2004,1640,2,1,3,1,6,0,520,12,2008,173000
533206050,120,59,4282,Pave,5,1,7,5,2004,1391,2,0,2,1,5,0,530,7,2008,196000
533208140,120,37,3435,Pave,5,1,7,5,2004,1245,2,0,1,1,5,0,495,6,2008,178000
907412040,20,75,9750,Pave,1,1,7,5,2004,1445,2,0,3,1,6,0,470,6,2008,186500
907412070,20,65,8450,Pave,1,1,7,5,2004,1436,2,0,3,1,8,0,484,4,2008,210000
907412080,60,64,8320,Pave,1,2,7,5,2004,1582,2,1,3,1,6,0,520,9,2008,185900
911370520,120,44,3811,Pave,5,1,7,5,2004,1646,2,0,2,1,5,1,482,7,2008,250000
911370540,120,44,3842,Pave,5,1,8,5,2004,1646,2,0,2,1,5,1,482,1,2008,275000
528120150,60,76,9591,Pave,1,2,8,5,2004,2473,2,1,4,1,9,1,852,10,2007,317000
528150110,60,99,13069,Pave,1,2,8,5,2004,2956,2,1,5,1,11,1,916,8,2007,342000
528150120,60,99,12099,Pave,1,2,8,5,2004,2468,2,1,4,1,10,1,872,6,2007,354000
528231010,20,182,14572,Pave,1,1,7,5,2004,1530,2,0,3,1,7,1,630,11,2007,259000
528235160,60,59,11796,Pave,1,2,7,5,2004,1959,2,1,4,1,8,1,434,7,2007,215000
528240020,60,62,8244,Pave,1,2,7,5,2004,1720,2,1,3,1,7,1,440,5,2007,183500
528441080,20,75,10084,Pave,1,1,8,5,2004,1694,2,0,3,1,7,1,636,8,2007,307000
528482030,60,85,10625,Pave,1,2,6,5,2004,2443,2,1,4,1,9,1,744,6,2007,265000
528482090,60,102,11143,Pave,1,2,8,5,2004,2466,3,0,4,1,8,1,610,12,2007,340000
533205110,120,45,4379,Pave,5,1,8,5,2004,1378,2,0,2,1,6,1,540,7,2007,214000
907250050,20,80,10386,Pave,1,1,8,5,2004,2000,2,0,3,1,8,0,888,7,2007,305900
907414060,20,63,8500,Pave,1,1,7,5,2004,1422,2,0,3,1,7,0,626,11,2007,179600
528102010,20,129,16737,Pave,1,1,9,5,2004,1980,2,0,3,1,8,1,770,9,2006,315000
528106120,20,110,16163,Pave,1,1,8,5,2004,1618,2,0,2,1,6,1,880,7,2006,252000
528116030,20,98,16033,Pave,1,1,9,5,2004,1850,2,0,3,1,8,1,772,3,2006,326000
528118020,60,108,13418,Pave,1,2,8,5,2004,2452,3,1,4,1,9,1,691,9,2006,309000
528150090,20,131,14828,Pave,1,1,9,5,2004,1780,2,0,2,1,7,1,816,8,2006,378000
528222010,60,96,11631,Pave,1,2,8,5,2004,2373,2,1,4,1,9,1,632,6,2006,258000
528235130,60,74,9056,Pave,1,2,8,5,2004,1414,2,1,3,1,6,1,403,10,2006,178000
528235190,60,59,9171,Pave,1,2,7,5,2004,1598,2,1,3,1,7,1,433,7,2006,201490
531375100,20,63,13072,Pave,1,1,6,5,2004,1158,1,1,3,1,5,0,576,5,2006,158000
533206040,120,34,3628,Pave,5,1,7,5,2004,1143,1,1,1,1,5,1,588,5,2006,176400
904302030,20,50,5500,Pave,1,1,7,5,2004,1073,2,0,2,1,4,0,246,5,2006,157000
907290080,20,70,9100,Pave,1,1,7,5,2004,1836,2,0,3,1,8,1,484,10,2006,216837
907290230,120,37,4435,Pave,5,1,6,5,2004,848,1,0,1,1,3,1,420,5,2006,155900
907401080,60,41,12393,Pave,1,2,7,5,2004,1948,2,1,4,1,8,1,434,9,2006,195000
907412010,60,89,11645,Pave,1,2,7,5,2004,1720,2,1,3,1,7,0,565,8,2006,196500
908188110,160,24,2522,Pave,4,2,7,5,2004,1709,2,0,3,1,7,0,380,5,2006,134000
908188120,160,24,2522,Pave,4,2,7,5,2004,1709,2,0,3,1,7,0,380,5,2006,130000
908188130,160,24,2522,Pave,4,2,6,5,2004,1709,2,0,3,1,7,0,380,4,2006,130000
908188140,160,24,2522,Pave,4,2,7,5,2004,1709,2,0,3,1,7,0,380,4,2006,137500
908188150,160,32,3363,Pave,5,2,7,5,2004,1708,2,0,3,1,7,0,380,4,2006,130000
911370530,120,44,3842,Pave,5,1,8,5,2004,1646,2,0,2,1,5,1,525,12,2006,300000
527216070,60,47,53504,Pave,1,2,8,5,2003,3279,3,1,4,1,12,1,841,6,2010,538000
528176010,20,110,14300,Pave,1,1,9,5,2003,2696,2,1,3,1,10,2,958,6,2010,500000
528188120,160,36,2628,Pave,4,2,7,5,2003,1626,2,1,2,1,6,0,474,6,2010,175500
535152050,20,70,8197,Pave,1,1,7,5,2003,1480,2,0,3,1,7,0,620,2,2010,214000
907250030,20,80,10389,Pave,1,1,8,5,2003,1978,2,1,3,1,8,1,850,5,2010,318000
907262050,60,44,9548,Pave,1,2,7,6,2003,1829,2,1,3,1,7,1,613,1,2010,237000
907401090,20,48,10635,Pave,1,1,8,5,2003,1668,2,0,3,1,8,1,502,5,2010,232000
908208020,20,80,8546,Pave,1,1,4,5,2003,1121,2,0,2,1,5,0,440,3,2010,140000
914476520,20,129,9196,Pave,1,1,7,5,2003,1560,2,0,3,1,7,0,573,4,2010,201000
527364030,60,70,7000,Pave,1,2,7,5,2003,1884,2,1,3,1,7,1,581,6,2009,240900
528142130,20,85,10655,Pave,1,1,8,5,2003,1629,2,0,3,1,7,1,880,10,2009,284000
528142150,20,90,12878,Pave,1,1,7,5,2003,1760,2,0,3,1,8,1,583,6,2009,269500
528166060,20,103,13472,Pave,1,1,10,5,2003,2392,2,0,3,1,8,1,968,6,2009,386250
528166090,20,110,15274,Pave,1,1,9,5,2003,2452,2,0,3,1,10,1,886,7,2009,445000
528168030,60,96,13262,Pave,1,2,8,5,2003,2400,3,1,4,1,10,1,730,6,2009,290000
528178010,20,117,15262,Pave,1,1,8,5,2003,2200,2,1,3,1,8,1,685,7,2009,382500
528188020,120,48,3480,Pave,5,1,7,5,2003,1405,2,0,2,1,6,1,478,11,2009,173000
528188060,160,36,2268,Pave,4,2,7,5,2003,1626,2,0,2,1,6,0,474,7,2009,173000
528482130,60,75,9375,Pave,1,2,7,5,2003,2094,2,1,4,1,8,1,615,11,2009,263000
528490040,20,68,8736,Pave,1,1,7,5,2003,1553,2,0,3,1,6,0,588,8,2009,234500
528490070,60,65,8127,Pave,1,2,7,5,2003,1653,2,1,3,1,6,0,628,3,2009,209000
531375130,20,60,12450,Pave,1,1,5,5,2003,1114,2,0,3,1,6,0,576,6,2009,153000
916460110,60,75,9157,Pave,1,2,7,5,2003,2014,2,1,3,1,9,0,486,2,2009,170000
528164060,20,106,12720,Pave,1,1,10,5,2003,2470,1,1,1,1,7,2,789,2,2008,615000
528166120,60,110,13688,Pave,1,2,9,5,2003,2668,2,1,3,1,10,2,726,3,2008,412500
528170070,60,85,10625,Pave,1,2,7,5,2003,2046,2,1,3,1,8,1,871,8,2008,284000
528172080,20,92,10845,Pave,1,1,8,5,2003,1575,2,0,2,1,7,1,732,6,2008,284000
